0.629046, 0.194941, 0.913304, 0.693578, 0.655573, 1.15926, 0.142495, 0.626278, 0.5323, 0.345857, 0.795978, 0.240203, 0.919198, 1.0846, 1.10282, 1.05138, 0.290042, 0.504268, 0.775027, 0.6612, 1.0219, 0.628751, 0.646367, 0.320291, 0.735038, 0.704937, 0.862286, 0.999393, 0.811472, 0.846421, 0.0968192, 0.797412, 0.0520344, 0.257326, 0.969194, 0.30755, 0.908813, 0.716727, 0.0445644, 0.498336, 0.695057, 0.220507, 0.873918, 0.499733, 0.425298, 0.410945, 0.973328, -0.392634, 0.115516, 0.499767
0.445632, 0.339834, 1.3873, 0.415874, 1.61019, 0.539301, 0.649512, 1.17331, 0.734053, 1.2874, 0.255505, 0.568281, 0.756257, 0.78639, 0.377918, 1.35641, 0.92003, 0.919679, 0.128334, 0.577615, 0.0677438, 0.407765, 0.413299, 0.916556, 0.138989, 0.479685, 0.864073, 0.835708, 0.752119, 1.02638, 0.717932, 0.624039, -0.0562989, 0.856519, 0.443182, 0.459769, 0.632969, 0.890779, 0.766012, 0.651094, 0.878054, 0.982937, 0.076526, 0.88648, 0.995697, 0.701063, -0.149431, 0.390243, 0.07774, 0.65445
-0.492664, -0.660868, 0.704456, -0.419306, -0.693932, -0.450103, -0.5675, -0.747328, -0.833911, -0.527309, -0.950068, -1.04003, -0.524595, -1.47855, -0.716609, -0.910728, -0.0654619, -0.475467, -0.108882, -0.619152, -1.18571, -0.787369, -0.269497, -0.268713, -0.453082, -0.332873, -1.03351, -0.65065, -0.481734, -0.188186, 0.184005, -1.04777, -0.178006, -0.857967, -0.629325, -1.19078, -1.11579, -0.817544, -0.439031, -0.66077, -1.31203, 0.166144, 0.0744858, -1.00907, -0.489388, -0.834145, 0.161433, -1.3534, 0.0234719, -1.38545
-2.17781, -1.57019, -1.75621, -1.35893, -1.88458, -1.09313, -0.597895, -0.74639, -1.67399, -2.0889, -1.14528, -1.84453, -1.71213, -1.88409, -1.69452, -1.15868, -1.7952, -0.735602, -1.92651, -1.75189, -0.941394, -1.8462, -0.945909, -1.00467, -1.98681, -0.996286, -1.92654, -0.726671, -1.34502, -1.51713, -1.50686, -1.63233, -1.6033, -1.33547, -2.44677, -2.48882, -1.14469, -1.42926, -1.35337, -1.35372, -2.70983, -1.03392, -0.855159, -1.84054, -1.56985, -1.60143, -1.35514, -2.28185, -1.39944, -1.14454
-0.829147, -1.89602, -0.406245, -1.39907, -1.12203, -1.78577, -0.966708, -0.763984, -0.84752, -0.615195, -1.35265, -1.06303, -1.01099, -1.34611, -1.2192, -0.909079, -1.05477, -0.959225, -0.208504, -1.06913, -1.08464, -1.64979, -1.39641, -1.02865, -0.770489, -0.941647, -1.42553, -0.876954, -0.333944, -0.410557, -1.08169, -0.853064, -0.65675, -1.00991, -0.762878, -1.68175, -0.378009, -1.07053, -1.53682, -0.859154, -1.12557, -0.595562, -0.760438, -1.07505, -0.833576, -1.31666, -1.30297, -0.796708, -0.470879, -0.914876
-1.27449, -1.0888, -1.1799, -1.04473, -1.4313, -0.969881, -1.74123, -1.4509, -1.35191, -1.50963, -1.46961, -0.846042, -1.46764, -0.832423, -0.955357, -0.885777, -0.819683, -0.783693, -1.48866, -1.27254, -2.02973, -1.57616, -1.07914, -1.2762, -1.10608, -1.19005, -0.402639, -1.81406, -1.03355, -1.45015, -1.14973, -1.5493, -1.64714, -0.884782, -1.00592, -1.94581, -1.36415, -1.16542, -1.1834, -1.08074, -1.31795, -1.47081, -1.54379, -1.9978, -1.28565, -1.06736, -1.35965, -1.69175, -0.475327, -2.39497
-1.35115, -1.93117, -1.50952, -1.70434, -1.24233, -1.1603, -0.400785, -1.03581, -1.31732, -1.19179, -0.481796, -2.21804, -1.58096, -1.50872, -1.36239, -1.37002, -1.45166, -1.40452, -1.42885, -1.04932, -1.61899, -1.33108, -0.828547, -1.16663, -1.37218, -1.72207, -1.11159, -0.431012, -1.14912, -1.60994, -1.57256, -1.33409, -1.07106, -0.574596, -0.717258, -1.18652, -0.527289, -1.42495, -1.14376, -1.13613, 0.0446036, -1.99276, -0.904375, -1.59681, -1.12355, -1.3477, -1.3562, -0.603804, -1.42581, -1.57612
0.0394197, 0.467816, 0.201377, -0.079096, -0.0624511, 0.120742, -0.53782, -0.632104, -0.0343119, 0.131823, -0.322959, 0.307423, -0.467363, -0.174169, -0.0619431, -0.218205, 0.0396744, 0.252676, -0.154666, -0.380084, 0.000330464, 0.525852, -0.461033, -0.173763, 0.205488, -0.0757857, 0.053203, 0.299779, 0.0074927, 0.409122, 0.377556, -0.174426, -0.418659, 0.182037, -0.408372, -0.0602617, 0.140604, 0.398897, 0.666309, -0.0832219, -0.241865, 0.644124, -0.32917, 0.620746, -0.199066, 0.368563, -0.00881973, 0.209271, -0.483157, -0.15206
-1.36887, -0.0357999, -0.550957, 0.0432174, 0.351801, -0.278352, 0.100448, -0.6381, -0.0972794, -0.525862, -0.70745, -0.987188, -0.746023, -0.668487, -0.517941, 0.0998871, -0.0241221, -1.012, -0.0385766, -0.89137, -0.785556, -0.07932, -0.561296, 0.721782, -0.275477, -1.00227, -0.195419, -0.14647, -0.667103, -0.730821, -0.515853, -0.281609, -0.0955009, -0.474117, -0.817254, -0.218293, -0.995505, -0.769929, -0.00544034, -0.880692, -0.215576, -0.185624, -0.977905, -0.644311, -1.45129, -0.238614, -0.66823, -0.345219, -1.41708, -0.0507302
-0.395536, -0.270754, 0.93246, -0.240979, -0.309981, -0.2685, -0.0301426, -0.643782, 0.941598, -0.574491, -0.408463, 0.0474628, -0.204856, -0.956273, -1.28574, 0.253684, -0.0986666, -0.00568947, 0.22523, 0.175165, -0.582592, -0.672898, 0.0875194, -0.886056, -0.617018, -0.44271, -0.437917, -0.126767, -0.203499, -0.705867, -0.778392, -0.361422, -0.76671, 0.224838, -0.458433, -1.19533, -0.516138, -1.09109, 0.123832, -0.174025, -0.484814, -0.872851, 0.0936496, 0.198352, -0.51738, -0.971885, -0.525584, -0.497625, -0.438838, -0.060287
0.0640975, 0.115684, 0.838632, 0.0436914, 0.368193, -0.0952663, -0.184818, 0.272971, -0.0247006, 0.754114, 0.220453, 0.161399, 0.812685, 0.578232, -0.639574, -0.0841582, 0.581376, -0.316585, 0.599554, 1.16138, 0.163, -0.0491912, 0.364907, -0.153867, 0.352542, 0.500179, 0.226324, 0.0958005, 0.155232, 0.211865, 0.459293, 0.369152, -0.162041, 0.495162, 0.127539, 0.951594, 0.23795, 0.695777, -0.555856, 0.165799, 0.387804, 0.142346, 0.473035, -0.0273527, -0.0904803, -0.0759307, 1.09129, -0.267668, -0.00638128, 0.262528
-1.43484, -0.794246, -1.69773, -1.26332, -1.36062, -0.891746, -1.50092, -1.26124, -1.58485, -1.53374, -1.46414, -1.87657, -1.47471, -0.768476, -1.82316, -1.31274, -1.08913, -1.162, -1.61561, -1.7485, -1.32475, -0.941587, -1.02508, -0.962713, -2.12255, -0.870259, -1.58828, -0.906671, -1.67972, -1.01479, -1.45581, -1.13736, -1.27188, -1.60235, -1.28721, -1.00972, -1.20002, -1.64568, -1.33356, -1.22388, -1.11721, -1.55635, -1.11467, -1.21987, -0.918079, -1.13883, -0.929395, -1.06344, -1.51346, -1.14798
-0.0547611, 0.188791, 0.104954, -0.104008, 0.501095, 1.10778, 0.618565, 0.528041, 0.247057, 0.432595, 0.0991881, 0.226297, 0.642956, 0.60316, 0.01447, 0.0908893, 0.169191, 0.191927, 0.294905, 0.619073, 0.991551, -0.370976, 0.3203, 1.17078, 0.225872, 0.157656, 0.0973253, 0.741046, 0.266888, -0.0771017, 0.312829, 0.379319, -0.30208, 0.252314, 0.670902, 0.68411, -0.231038, 0.828165, 0.404392, 0.373199, 0.231193, 0.140062, 0.530422, 0.141828, 0.891711, 0.377689, 0.471476, 0.273839, 0.497097, 0.739042
-0.858587, -0.536218, -0.436931, -1.06083, -1.11955, -0.79954, -0.36226, -0.942768, -1.61774, -0.439955, -0.661794, -0.6963, -1.15041, -0.881897, -1.16538, -1.28909, -0.957965, -0.910307, -1.10642, -0.530144, -1.06896, -1.35757, -0.460059, -0.963759, -0.882985, -0.734762, -1.03053, -1.12105, -1.05353, -1.36412, -1.49375, -0.739183, -0.877449, -1.31656, -0.059519, -1.19674, -1.13784, -1.39086, -0.63014, -1.26688, -1.22084, -0.672142, -0.378709, -0.884724, -1.1338, -0.312898, -0.818819, -1.06437, -0.374116, -0.985878
